,Provider Number,Hospital Name,Address 1,lat,lng,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services
268,041321,BAPTIST HEALTH MEDICSL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,34.12312,-93.08853,ARKADELPHIA,AR,71923,CLARK,8702452622,Critical Access Hospitals,Voluntary non-profit - Other,Yes
269,041323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,33.13807,-91.93846,CROSSETT,AR,71635,ASHLEY,8703644111,Critical Access Hospitals,Voluntary non-profit - Private,Yes
270,041324,ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,35.16919,-92.72014,MORRILTON,AR,72110,CONWAY,5019772300,Critical Access Hospitals,Voluntary non-profit - Private,Yes
271,041326,DELTA MEMORIAL HOSPITAL,300 EAST PICKENS,33.88349,-91.48676,DUMAS,AR,71639,DESHA,8703824303,Critical Access Hospitals,Voluntary non-profit - Private,Yes
272,041327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,33.61053,-92.05869,WARREN,AR,71671,BRADLEY,8702263731,Critical Access Hospitals,Voluntary non-profit - Private,Yes
273,041328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,33.30607,-91.29024,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Critical Access Hospitals,Voluntary non-profit - Private,Yes
274,041329,ST JOHN'S HOSPITAL-BERRYVILLE,214 CARTER STREET,36.3585,-93.55157,BERRYVILLE,AR,72616,CARROLL,8704233355,Critical Access Hospitals,Voluntary non-profit - Church,Yes
275,041330,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,36.39045,-90.20466,PIGGOTT,AR,72454,CLAY,8705983881,Critical Access Hospitals,Government - Local,Yes
276,041331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,36.40825,-94.46055,GRAVETTE,AR,72736,BENTON,4797875291,Critical Access Hospitals,Proprietary,Yes
277,043300,ARKANSAS CHILDREN'S HOSPITAL,800 MARSHALL STREET SLOT 301,34.74346,-92.29147,LITTLE ROCK,AR,72202,PULASKI,5013641100,Childrens,Voluntary non-profit - Private,Yes
278,050002,ST ROSE HOSPITAL,27200 CALAROGA AVE,37.63307,-122.08933,HAYWARD,CA,94545,ALAMEDA,5107826200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
279,050006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,40.78372,-124.14151,EUREKA,CA,95501,HUMBOLDT,7074458121,Acute Care Hospitals,Voluntary non-profit - Church,Yes
280,050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,37.59286,-122.38268,BURLINGAME,CA,94010,SAN MATEO,6506965270,Acute Care Hospitals,Voluntary non-profit - Private,Yes
281,050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,45 CASTRO STREET,37.768624,-122.435431,SAN FRANCISCO,CA,94114,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
282,050009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,38.32446,-122.29554,NAPA,CA,94558,NAPA,7072524411,Acute Care Hospitals,Voluntary non-profit - Church,Yes
283,050013,ST HELENA HOSPITAL,10 WOODLAND ROAD,38.54218,-122.4754,SAINT HELENA,CA,94574,NAPA,7079675899,Acute Care Hospitals,Voluntary non-profit - Church,Yes
284,050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,38.3509,-120.76649,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes
285,050016,ARROYO GRANDE COMMUNITY HOSPITAL,345 S HALCYON RD,35.11374,-120.5905,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,8054894261,Acute Care Hospitals,Voluntary non-profit - Private,Yes
286,050017,MERCY GENERAL HOSPITAL,4001 J ST,38.57047,-121.45194,SACRAMENTO,CA,95819,SACRAMENTO,9164534545,Acute Care Hospitals,Voluntary non-profit - Church,Yes
287,050018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,34.06464,-118.23935,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,Acute Care Hospitals,Proprietary,Yes
288,050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,33.97621,-117.38164,RIVERSIDE,CA,92501,RIVERSIDE,9517883000,Acute Care Hospitals,Proprietary,Yes
289,050024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,32.68602,-117.08239,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321,Acute Care Hospitals,Voluntary non-profit - Church,Yes
290,050025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,32.75487,-117.16673,SAN DIEGO,CA,92103,SAN DIEGO,6195436222,Acute Care Hospitals,Government - Hospital District or Authority,Yes
291,050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,32.77981,-117.00954,LA MESA,CA,91942,SAN DIEGO,6194650711,Acute Care Hospitals,Government - Hospital District or Authority,Yes
292,050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,40.89632,-124.0917,ARCATA,CA,95521,HUMBOLDT,7078223621,Acute Care Hospitals,Proprietary,No
293,050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,39.50452,-121.54211,OROVILLE,CA,95966,BUTTE,5305338500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
294,050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,35.39107,-119.00716,BAKERSFIELD,CA,93301,KERN,6613271792,Acute Care Hospitals,Voluntary non-profit - Private,Yes
295,050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,37.31406,-121.93492,SAN JOSE,CA,95128,SANTA CLARA,4088855000,Acute Care Hospitals,Government - Local,Yes
296,050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,39.74192,-121.8498,CHICO,CA,95926,BUTTE,5303327300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
297,050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,34.32416,-118.44835,SYLMAR,CA,91342,LOS ANGELES,8183641555,Acute Care Hospitals,Voluntary non-profit - Other,Yes
298,050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,40.14856,-122.21862,RED BLUFF,CA,96080,TEHAMA,5305298012,Acute Care Hospitals,Voluntary non-profit - Church,Yes
299,050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,37.81978,-122.26406,OAKLAND,CA,94609,ALAMEDA,5106554000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
300,050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,32.78043,-115.56928,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Government - Local,Yes
301,050046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,34.44293,-119.26471,OJAI,CA,93023,VENTURA,8056402280,Acute Care Hospitals,Proprietary,Yes
302,050047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,37.79105,-122.43153,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
303,050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,33.93242,-116.94587,BANNING,CA,92220,RIVERSIDE,9517692101,Acute Care Hospitals,Government - Hospital District or Authority,Yes
304,050055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,37.74804,-122.42136,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Acute Care Hospitals,Voluntary non-profit - Church,Yes
305,050056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,34.68782,-118.15798,LANCASTER,CA,93534,LOS ANGELES,6619495501,Acute Care Hospitals,Government - Hospital District or Authority,Yes
306,050057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,36.3274,-119.29484,VISALIA,CA,93291,TULARE,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
307,050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,34.12794,-118.2578,GLENDALE,CA,91204,LOS ANGELES,8185021900,Acute Care Hospitals,Voluntary non-profit - Private,Yes
308,050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,36.74266,-119.78299,FRESNO,CA,93715,FRESNO,5594596000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
309,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,34.09673,-118.29067,LOS ANGELES,CA,90028,LOS ANGELES,2134133000,Acute Care Hospitals,Proprietary,Yes
310,050067,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,37.75668,-120.8608,OAKDALE,CA,95361,STANISLAUS,2098473011,Acute Care Hospitals,Government - Hospital District or Authority,Yes
311,050069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,33.78239,-117.86542,ORANGE,CA,92868,ORANGE,7146339111,Acute Care Hospitals,Voluntary non-profit - Church,Yes
312,050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,37.65891,-122.4395,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
313,050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,37.33552,-121.99828,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Government - Federal,Yes
314,050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,37.89146,-122.05858,WALNUT CREEK,CA,94596,CONTRA COSTA,9252954000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
315,050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,38.12789,-122.24845,VALLEJO,CA,94589,SOLANO,7076511000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
316,050075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,37.82416,-122.2578,OAKLAND,CA,94611,ALAMEDA,5107521000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
317,050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,37.7828,-122.44293,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646,Acute Care Hospitals,Government - Hospital District or Authority,Yes
318,050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,32.75344,-117.16047,SAN DIEGO,CA,92103,SAN DIEGO,6192948111,Acute Care Hospitals,Voluntary non-profit - Private,No
319,050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,33.73815,-118.30534,SAN PEDRO,CA,90732,LOS ANGELES,3108323311,Acute Care Hospitals,Voluntary non-profit - Private,Yes
320,050079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,37.95351,-122.33669,SAN PABLO,CA,94806,CONTRA COSTA,5109705000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
321,050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,34.21683,-119.15603,OXNARD,CA,93030,VENTURA,8059882500,Acute Care Hospitals,Voluntary non-profit - Church,Yes
322,050084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,37.96976,-121.28795,STOCKTON,CA,95204,SAN JOAQUIN,2099432000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
323,050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,34.13139,-117.32256,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333,Acute Care Hospitals,Voluntary non-profit - Private,Yes
324,050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,38.28848,-122.46526,SONOMA,CA,95476,SONOMA,7079355000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
325,050091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,33.98952,-118.22453,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Acute Care Hospitals,Voluntary non-profit - Private,Yes
326,050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,36.83708,-119.76548,FRESNO,CA,93710,FRESNO,5594503000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
327,050096,"DOCTORS HOSPITAL OF WEST COVINA, INC",725 S ORANGE AVE,34.07138,-117.94448,WEST COVINA,CA,91790,LOS ANGELES,6263388481,Acute Care Hospitals,Proprietary,No
328,050099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,34.10258,-117.63732,UPLAND,CA,91786,SAN BERNARDINO,7149852811,Acute Care Hospitals,Voluntary non-profit - Other,Yes
329,050100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,32.8,-117.15422,SAN DIEGO,CA,92123,SAN DIEGO,8589393400,Acute Care Hospitals,Voluntary non-profit - Other,Yes
330,050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,38.13104,-122.23664,VALLEJO,CA,94589,SOLANO,7075545280,Acute Care Hospitals,Voluntary non-profit - Other,Yes
331,050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,33.92679,-117.43946,RIVERSIDE,CA,92503,RIVERSIDE,9516882211,Acute Care Hospitals,Voluntary non-profit - Private,Yes
332,050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,34.05072,-118.21655,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
333,050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,33.93031,-118.20255,LYNWOOD,CA,90262,LOS ANGELES,3109008900,Acute Care Hospitals,Voluntary non-profit - Church,Yes
334,050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,34.95165,-120.41321,SANTA MARIA,CA,93454,SANTA BARBARA,8057393000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
335,050108,SUTTER GENERAL HOSPITAL,2801 L STREET,38.57194,-121.46954,SACRAMENTO,CA,95816,SACRAMENTO,9167338999,Acute Care Hospitals,Voluntary non-profit - Other,Yes
336,050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,34.6396,-120.43919,LOMPOC,CA,93436,SANTA BARBARA,8057373300,Acute Care Hospitals,Government - Hospital District or Authority,Yes
337,050111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,34.07531,-118.28367,LOS ANGELES,CA,90004,LOS ANGELES,2133827252,Acute Care Hospitals,Proprietary,No
338,050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,34.02754,-118.48609,SANTA MONICA,CA,90404,LOS ANGELES,3103194000,Acute Care Hospitals,Government - State,Yes
339,050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,37.53046,-122.29854,SAN MATEO,CA,94403,SAN MATEO,6505732222,Acute Care Hospitals,Government - Local,Yes
340,050115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,33.12572,-117.07627,ESCONDIDO,CA,92025,SAN DIEGO,7607393000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
341,050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,34.22077,-118.53204,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Acute Care Hospitals,Voluntary non-profit - Other,Yes
342,050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,37.80107,-121.19749,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Acute Care Hospitals,Proprietary,Yes
343,050121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,36.32556,-119.66845,HANFORD,CA,93230,KINGS,5595829000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
344,050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,37.96142,-121.30068,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,Yes
345,050124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,34.20451,-118.21657,GLENDALE,CA,91209,LOS ANGELES,8187907100,Acute Care Hospitals,Voluntary non-profit - Other,Yes
346,050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,37.36307,-121.84929,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
347,050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,34.19476,-118.46279,VAN NUYS,CA,91406,LOS ANGELES,8189023906,Acute Care Hospitals,Voluntary non-profit - Other,Yes
348,050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,38.66413,-121.79243,WOODLAND,CA,95695,YOLO,5306623961,Acute Care Hospitals,Voluntary non-profit - Other,Yes
349,050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,33.18425,-117.29165,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Acute Care Hospitals,Government - Hospital District or Authority,Yes
350,050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,34.13459,-117.27603,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098814440,Acute Care Hospitals,Voluntary non-profit - Church,Yes
351,050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,38.09896,-122.56022,NOVATO,CA,94945,MARIN,4152091300,Acute Care Hospitals,Voluntary non-profit - Other,Yes
352,050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,34.10122,-118.10627,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Acute Care Hospitals,Voluntary non-profit - Other,Yes
353,050133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,39.13875,-121.59445,MARYSVILLE,CA,95901,YUBA,5307494300,Acute Care Hospitals,Voluntary non-profit - Other,Yes
354,050135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,34.09618,-118.32508,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Acute Care Hospitals,Voluntary non-profit - Other,Yes
355,050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,38.25437,-122.6322,PETALUMA,CA,94954,SONOMA,7077781111,Acute Care Hospitals,Voluntary non-profit - Other,Yes
356,050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,34.21902,-118.42997,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333,Acute Care Hospitals,Voluntary non-profit - Private,Yes
357,050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,34.09853,-118.29537,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,Acute Care Hospitals,Voluntary non-profit - Other,Yes
358,050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,33.91927,-118.1298,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes
359,050140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,34.072271,-117.433458,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
360,050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,36.57897,-121.91361,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes
361,050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,34.03711,-118.2659,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,Acute Care Hospitals,Voluntary non-profit - Other,Yes
362,050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,39.22815,-121.04708,GRASS VALLEY,CA,95945,NEVADA,5302746000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
363,050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,37.78979,-122.41715,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
364,050153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,37.32793,-121.93703,SAN JOSE,CA,95128,SANTA CLARA,4089472500,Acute Care Hospitals,Voluntary non-profit - Church,Yes
365,050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,34.15702,-118.48702,ENCINO,CA,91436,LOS ANGELES,8189955000,Acute Care Hospitals,Proprietary,Yes
366,050159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,34.27624,-119.25183,VENTURA,CA,93003,VENTURA,8056526075,Acute Care Hospitals,Government - Local,Yes
367,050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,37.88646,-121.28209,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,Acute Care Hospitals,Government - Local,Yes
368,050168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,33.89414,-117.92695,FULLERTON,CA,92835,ORANGE,7149923000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
369,050169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,33.96862,-118.04819,WHITTIER,CA,90602,LOS ANGELES,5266980811,Acute Care Hospitals,Voluntary non-profit - Private,Yes
370,050174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,38.44348,-122.70161,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
371,050179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,37.51163,-120.8381,TURLOCK,CA,95382,STANISLAUS,2096674200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
372,050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,37.91366,-122.04096,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
373,050189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,36.20644,-121.13342,KING CITY,CA,93930,MONTEREY,8313856000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
374,050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,33.78028,-118.18646,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
375,050192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,36.60801,-119.4514,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Government - Hospital District or Authority,Yes
376,050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,36.92634,-121.79367,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Acute Care Hospitals,Proprietary,Yes
377,050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,37.557,-121.98048,FREMONT,CA,94538,ALAMEDA,5107971111,Acute Care Hospitals,Government - Hospital District or Authority,Yes
378,050196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,36.33595,-119.64605,HANFORD,CA,93230,KINGS,5595832100,Acute Care Hospitals,Voluntary non-profit - Church,Yes
379,050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,37.48034,-122.25497,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Acute Care Hospitals,Voluntary non-profit - Private,Yes
380,050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,34.58281,-118.1451,PALMDALE,CA,93552,LOS ANGELES,6613825000,Acute Care Hospitals,Proprietary,Yes
381,050205,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,34.12768,-117.86569,GLENDORA,CA,91740,LOS ANGELES,6263350231,Acute Care Hospitals,Voluntary non-profit - Private,Yes
382,050211,ALAMEDA HOSPITAL,2070 CLINTON AVE,37.76337,-122.25389,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Voluntary non-profit - Private,Yes
383,050219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,33.91213,-118.09845,NORWALK,CA,90650,LOS ANGELES,5628683751,Acute Care Hospitals,Voluntary non-profit-Private,Yes
384,050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,32.61848,-117.02366,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Acute Care Hospitals,Proprietary,Yes
385,050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,33.62499,-117.92924,NEWPORT BEACH,CA,92663,ORANGE,9496458600,Acute Care Hospitals,Voluntary non-profit - Other,Yes
386,050225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,39.75748,-121.57183,PARADISE,CA,95969,BUTTE,5308779361,Acute Care Hospitals,Voluntary non-profit - Church,Yes
387,050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,33.84741,-117.93377,ANAHEIM,CA,92801,ORANGE,7147741450,Acute Care Hospitals,Voluntary non-profit - Private,Yes
388,050228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,37.75512,-122.40532,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000,Acute Care Hospitals,Government - Local,Yes
389,050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,33.77462,-117.91303,GARDEN GROVE,CA,92843,ORANGE,7145375160,Acute Care Hospitals,Proprietary,Yes
390,050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,34.07637,-117.75105,POMONA,CA,91767,LOS ANGELES,9098659500,Acute Care Hospitals,Voluntary non-profit - Other,Yes
391,050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,35.27745,-120.65023,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Acute Care Hospitals,Voluntary non-profit - Other,Yes
392,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,32.69436,-117.16827,CORONADO,CA,92118,SAN DIEGO,6194356251,Acute Care Hospitals,Voluntary non-profit - Other,Yes
393,050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,34.15737,-118.32891,BURBANK,CA,91505,LOS ANGELES,8188435111,Acute Care Hospitals,Voluntary non-profit - Church,Yes
394,050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,34.28954,-118.74474,SIMI VALLEY,CA,93065,VENTURA,8059556000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
395,050238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,34.13425,-118.04268,ARCADIA,CA,91006,LOS ANGELES,6264454441,Acute Care Hospitals,Voluntary non-profit - Church,Yes
396,050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,34.14763,-118.23089,GLENDALE,CA,91206,LOS ANGELES,8184098202,Acute Care Hospitals,Voluntary non-profit - Church,Yes
